	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		18.300	609.80	3.879	-273.150	0.000	72.996	10.000	-0.988	-0.594	0.177	65.587	-27.917	165.000	1.802	
		18.400	611.77	3.879	-273.150	0.000	71.144	10.000	-1.086	-0.486	0.174	62.659	-31.301	165.000	1.810	
		18.500	613.71	3.879	-273.150	0.000	69.624	10.000	-1.176	-0.373	0.189	59.541	-34.170	165.160	1.810	
		18.600	615.61	3.879	-273.150	0.000	68.620	10.000	-1.253	-0.262	0.227	56.210	-36.356	166.000	1.810	
		18.700	617.51	3.879	-273.150	0.000	68.120	10.000	-1.316	-0.164	0.283	52.673	-37.847	166.000	1.810	
		18.800	619.37	3.879	-273.150	0.000	67.708	10.000	-1.364	-0.087	0.329	48.924	-38.560	166.000	1.810	
		18.900	621.25	3.879	-273.150	0.000	67.757	10.000	-1.405	-0.031	0.384	44.970	-38.909	166.000	1.810	
		19.000	623.13	3.879	-273.150	0.000	67.830	10.000	-1.438	0.003	0.463	40.943	-39.003	166.000	1.810	
		19.100	625.02	3.879	-273.150	0.000	68.030	10.000	-1.466	0.014	0.570	36.886	-38.983	166.000	1.810	
		19.200	626.92	3.879	-273.150	0.000	68.170	10.000	-1.492	0.004	0.688	32.814	-39.024	166.000	1.810	
		19.300	628.81	3.879	-273.150	0.000	67.970	10.000	-1.520	-0.019	0.726	28.644	-39.330	166.000	1.811	
		19.400	630.69	3.879	-273.150	0.000	67.755	10.000	-1.547	-0.043	0.758	24.407	-39.832	166.000	1.820	
		19.500	632.56	3.879	-273.150	0.000	67.470	10.000	-1.572	-0.063	0.805	20.116	-40.458	166.000	1.820	
		19.600	634.43	3.879	-273.150	0.000	67.240	10.000	-1.593	-0.077	0.861	15.793	-41.123	166.000	1.820	
		19.700	636.29	3.879	-273.150	0.000	66.855	10.000	-1.609	-0.085	0.897	11.446	-41.777	166.000	1.820	
		19.800	638.14	3.879	-273.150	0.000	66.585	10.000	-1.618	-0.086	0.880	7.080	-42.376	166.000	1.820	
		19.900	639.98	3.879	-273.150	0.000	66.455	10.000	-1.625	-0.084	0.863	2.713	-42.992	166.000	1.820	
		20.000	641.80	3.879	-273.150	0.000	66.158	10.000	-1.630	-0.076	0.844	-1.622	-43.585	166.000	1.820	
		20.100	643.63	3.879	-273.150	0.000	65.858	10.000	-1.635	-0.063	0.820	-6.011	-44.207	166.000	1.820	
		20.200	645.45	3.879	-273.150	0.000	65.593	10.000	-1.638	-0.039	0.822	-10.397	-44.823	166.000	1.820	
		20.300	647.27	3.879	-273.150	0.000	65.543	10.000	-1.637	0.001	0.842	-14.761	-45.227	166.000	1.820	
		20.400	649.09	3.879	-273.150	0.000	65.514	10.000	-1.629	0.051	0.878	-19.109	-45.244	166.000	1.820	
		20.500	650.92	3.879	-273.150	0.000	65.670	10.000	-1.614	0.108	0.932	-23.413	-44.901	166.000	1.821	
		20.600	652.76	3.879	-273.150	0.000	66.212	10.000	-1.594	0.167	1.002	-27.678	-44.231	166.000	1.830	
		20.700	654.62	3.879	-273.150	0.000	67.012	10.000	-1.569	0.223	1.068	-31.867	-43.207	166.000	1.830	
		20.800	656.50	3.879	-273.150	0.000	67.854	10.000	-1.543	0.264	1.078	-35.944	-41.966	166.000	1.830	
		20.900	658.42	3.879	-273.150	0.000	68.954	10.000	-1.522	0.290	1.078	-39.919	-40.865	166.000	1.830	
		21.000	660.36	3.879	-273.150	0.000	70.054	10.000	-1.505	0.306	1.038	-43.797	-39.925	166.000	1.830	
		21.100	662.32	3.879	-273.150	0.000	71.156	10.000	-1.491	0.312	0.962	-47.515	-39.134	166.000	1.830	
		21.200	664.33	3.879	-273.150	0.000	72.356	10.000	-1.477	0.315	0.868	-51.149	-38.340	166.000	1.830	
		21.300	666.37	3.879	-273.150	0.000	73.530	10.000	-1.455	0.318	0.760	-54.628	-37.419	166.000	1.831	
		21.400	668.44	3.879	-273.150	0.000	74.543	10.000	-1.426	0.325	0.658	-57.979	-36.298	166.000	1.840	
		21.500	670.55	3.879	-273.150	0.000	75.656	10.000	-1.390	0.334	0.561	-61.194	-35.014	166.000	1.840	
		21.600	672.68	3.879	-273.150	0.000	76.843	10.000	-1.346	0.344	0.469	-64.283	-33.555	166.000	1.840	
		21.700	674.85	3.879	-273.150	0.000	77.969	10.000	-1.298	0.355	0.371	-67.237	-31.988	166.000	1.839	
		21.800	677.05	3.879	-273.150	0.000	79.256	10.000	-1.247	0.364	0.276	-70.002	-30.367	166.000	1.830	
		21.900	679.28	3.879	-273.150	0.000	80.469	10.000	-1.196	0.369	0.190	-72.620	-28.791	166.000	1.830	
		22.000	681.56	3.879	-273.150	0.000	81.782	10.000	-1.148	0.372	0.105	-75.099	-27.277	166.000	1.830	
		22.100	683.87	3.879	-273.150	0.000	83.156	10.000	-1.104	0.370	0.031	-77.429	-25.925	166.000	1.830	
		22.200	686.19	3.879	-273.150	0.000	84.368	10.000	-1.066	0.365	-0.041	-79.582	-24.773	166.000	1.830	
		22.300	688.57	3.879	-273.150	0.000	85.756	9.880	-1.035	0.356	-0.095	-81.558	-23.824	166.000	1.831	
		22.400	690.99	3.879	-273.150	0.000	87.044	9.000	-1.005	0.346	-0.123	-83.385	-22.979	166.000	1.840	
		22.500	693.44	3.879	-273.150	0.000	88.244	9.000	-0.975	0.338	-0.146	-85.065	-22.146	166.000	1.840	
		22.600	695.92	3.879	-273.150	0.000	89.420	9.120	-0.940	0.332	-0.166	-86.607	-21.230	166.000	1.840	
		22.700	698.43	3.879	-273.150	0.000	90.444	10.000	-0.895	0.331	-0.167	-88.008	-20.103	166.000	1.839	
		22.800	700.98	3.879	-273.150	0.000	91.632	10.000	-0.830	0.335	-0.174	-89.255	-18.558	166.000	1.831	
		22.900	703.56	3.879	-273.150	0.000	92.732	10.000	-0.746	0.343	-0.191	-90.387	-16.555	166.000	1.840	
		23.000	706.16	3.879	-273.150	0.000	93.856	10.000	-0.641	0.351	-0.209	-91.409	-14.105	166.000	1.840	
		23.100	708.81	3.879	-273.150	0.000	95.156	10.000	-0.520	0.358	-0.233	-92.348	-11.299	166.000	1.840	
		23.200	711.48	3.879	-273.150	0.000	96.456	10.000	-0.387	0.362	-0.267	-93.183	-8.256	166.000	1.840	
		23.300	714.20	3.879	-273.150	0.000	97.756	9.880	-0.253	0.362	-0.294	-93.918	-5.287	166.000	1.840	
		23.400	716.92	3.879	-273.150	0.000	99.043	9.000	-0.131	0.358	-0.310	-94.568	-2.630	166.000	1.840	
		23.500	719.71	3.879	-273.150	0.000	100.332	9.000	-0.024	0.353	-0.321	-95.143	-0.348	166.000	1.840	
		23.600	722.53	3.879	-273.150	0.000	101.532	9.000	0.060	0.348	-0.318	-95.641	1.418	166.000	1.840	
		23.700	725.38	3.879	-273.150	0.000	102.732	9.000	0.116	0.344	-0.295	-96.078	2.539	166.000	1.840	
		23.800	728.27	3.879	-273.150	0.000	103.932	9.110	0.135	0.342	-0.266	-96.426	2.853	166.000	1.840	
		23.900	731.19	3.879	-273.150	0.000	105.132	10.000	0.131	0.341	-0.236	-96.704	2.701	166.000	1.840	
		24.000	734.15	3.879	-273.150	0.000	106.332	10.000	0.111	0.340	-0.195	-96.917	2.217	166.000	1.840	
		24.100	737.13	3.879	-273.150	0.000	107.532	10.000	0.080	0.339	-0.149	-97.083	1.527	166.000	1.840	
		24.200	740.15	3.879	-273.150	0.000	108.732	10.000	0.046	0.337	-0.102	-97.192	0.827	166.000	1.840	
		24.300	743.21	3.879	-273.150	0.000	109.932	10.000	0.014	0.333	-0.046	-97.256	0.223	166.000	1.840	
		24.400	746.29	3.879	-273.150	0.000	111.121	10.000	-0.010	0.329	0.006	-97.278	-0.241	166.000	1.839	
		24.500	749.38	3.879	-273.150	0.000	112.220	10.000	-0.026	0.323	0.058	-97.287	-0.542	166.000	1.830	
		24.600	752.53	3.879	-273.150	0.000	113.410	10.000	-0.036	0.315	0.113	-97.274	-0.691	166.000	1.830	
		24.700	755.71	3.879	-273.150	0.000	114.510	10.000	-0.040	0.307	0.142	-97.251	-0.730	166.000	1.830	
		24.800	758.92	3.879	-273.150	0.000	115.600	10.000	-0.039	0.297	0.125	-97.231	-0.705	166.000	1.830	
		24.900	762.16	3.879	-273.150	0.000	116.600	10.000	-0.037	0.286	0.108	-97.231	-0.659	166.000	1.830	
		25.000	765.43	3.879	-273.150	0.000	117.600	10.000	-0.035	0.276	0.103	-97.233	-0.613	166.000	1.830	
		25.100	768.72	3.879	-273.150	0.000	118.590	10.000	-0.034	0.266	0.102	-97.258	-0.572	166.000	1.830	
		25.200	772.04	3.879	-273.150	0.000	119.490	10.000	-0.034	0.258	0.086	-97.306	-0.574	166.000	1.830	
		25.300	775.38	3.879	-273.150	0.000	120.380	10.000	-0.034	0.253	0.087	-97.377	-0.593	166.000	1.830	
		25.400	778.75	3.879	-273.150	0.000	121.190	10.000	-0.032	0.249	0.100	-97.471	-0.565	166.000	1.829	
		25.500	782.14	3.879	-273.150	0.000	122.090	10.000	-0.028	0.247	0.129	-97.587	-0.494	166.000	1.820	
		25.600	785.52	3.879	-273.150	0.000	122.972	10.000	-0.023	0.247	0.156	-97.714	-0.401	166.000	1.820	
		25.700	788.96	3.879	-273.150	0.000	123.781	10.000	-0.017	0.247	0.173	-97.863	-0.287	166.000	1.820	
		25.800	792.43	3.879	-273.150	0.000	124.681	10.000	-0.012	0.247	0.178	-98.011	-0.178	166.000	1.820	
		25.900	795.91	3.879	-273.150	0.000	125.581	10.000	-0.011	0.247	0.185	-98.148	-0.141	166.000	1.819	
		26.000	799.43	3.879	-273.150	0.000	126.472	10.000	-0.016	0.246	0.202	-98.284	-0.199	166.000	1.810	
		26.100	802.96	3.879	-273.150	0.000	127.281	10.000	-0.029	0.244	0.217	-98.394	-0.399	166.000	1.810	
		26.200	806.52	3.879	-273.150	0.000	128.181	10.000	-0.053	0.240	0.213	-98.458	-0.782	166.000	1.810	
		26.300	810.11	3.879	-273.150	0.000	129.072	10.000	-0.089	0.235	0.218	-98.466	-1.344	166.000	1.810	
		26.400	813.72	3.879	-273.150	0.000	129.872	10.000	-0.132	0.229	0.218	-98.440	-2.038	166.000	1.809	
		26.500	817.35	3.879	-273.150	0.000	130.672	10.000	-0.179	0.222	0.217	-98.381	-2.795	166.000	1.800	
		26.600	821.00	3.879	-273.150	0.000	131.463	9.910	-0.225	0.215	0.211	-98.298	-3.538	166.000	1.800	
		26.700	824.67	3.879	-273.150	0.000	132.172	9.000	-0.261	0.207	0.200	-98.193	-4.126	166.000	1.800	
		26.800	828.33	3.879	-273.150	0.000	132.948	9.080	-0.275	0.202	0.188	-98.068	-4.367	166.000	1.800	
		26.900	832.04	3.879	-273.150	0.000	133.556	10.000	-0.262	0.197	0.176	-97.941	-4.212	166.000	1.800	
		27.000	835.76	3.879	-273.150	0.000	134.256	10.000	-0.217	0.194	0.159	-97.792	-3.546	166.000	1.800	
		27.100	839.51	3.879	-273.150	0.000	134.948	10.000	-0.141	0.192	0.142	-97.644	-2.297	166.000	1.800	
		27.200	843.28	3.879	-273.150	0.000	135.556	10.000	-0.039	0.190	0.120	-97.506	-0.641	166.000	1.800	
		27.300	847.06	3.879	-273.150	0.000	136.248	10.000	0.073	0.187	0.111	-97.368	1.076	166.000	1.800	
		27.400	850.86	3.879	-273.150	0.000	136.856	10.000	0.184	0.183	0.133	-97.234	2.735	166.000	1.800	
		27.500	854.68	3.879	-273.150	0.000	137.548	10.000	0.265	0.181	0.150	-97.133	3.936	166.000	1.800	
		27.600	858.52	3.879	-273.150	0.000	138.156	10.000	0.317	0.180	0.162	-97.065	4.716	166.000	1.800	
		27.700	862.38	3.879	-273.150	0.000	138.856	10.000	0.367	0.178	0.172	-96.996	5.478	166.000	1.800	
		27.800	866.26	3.879	-273.150	0.000	139.556	10.000	0.402	0.178	0.172	-96.927	6.049	166.000	1.799	
		27.900	870.11	3.879	-273.150	0.000	140.242	10.000	0.436	0.178	0.173	-96.856	6.575	166.000	1.789	
		28.000	874.02	3.879	-273.150	0.000	140.842	10.000	0.459	0.175	0.184	-96.739	6.822	166.000	1.780	
		28.100	877.95	3.879	-273.150	0.000	141.449	10.000	0.461	0.170	0.195	-96.589	6.684	166.000	1.780	
		28.200	881.90	3.879	-273.150	0.000	142.135	10.000	0.431	0.162	0.188	-96.427	6.209	166.000	1.780	
		28.300	885.86	3.879	-273.150	0.000	142.628	10.000	0.374	0.152	0.170	-96.242	5.485	166.000	1.780	
		28.400	889.84	3.879	-273.150	0.000	143.035	10.000	0.296	0.140	0.147	-96.036	4.257	166.000	1.779	
		28.500	893.82	3.879	-273.150	0.000	143.528	10.000	0.207	0.129	0.120	-95.829	2.864	166.070	1.770	
		28.600	897.82	3.879	-273.150	0.000	143.928	10.000	0.118	0.121	0.109	-95.611	1.553	167.000	1.770	
		28.700	901.83	3.879	-273.150	0.000	144.328	10.000	0.043	0.116	0.102	-95.393	0.496	167.000	1.770	
		28.800	905.85	3.879	-273.150	0.000	144.728	9.930	-0.009	0.113	0.085	-95.177	-0.257	167.000	1.770	
		28.900	909.88	3.879	-273.150	0.000	145.128	9.000	-0.039	0.113	0.062	-94.983	-0.654	167.000	1.769	
		29.000	913.93	3.879	-273.150	0.000	145.528	9.000	-0.053	0.113	0.045	-94.803	-0.823	167.000	1.760	
		29.100	917.94	3.879	-273.150	0.000	145.930	9.060	-0.054	0.113	0.028	-94.670	-0.793	167.000	1.760	
		29.200	922.01	3.879	-273.150	0.000	146.424	10.000	-0.045	0.112	0.011	-94.581	-0.651	167.000	1.760	
		29.300	926.09	3.879	-273.150	0.000	146.818	10.000	-0.032	0.111	-0.007	-94.536	-0.447	167.000	1.760	
		29.400	930.17	3.879	-273.150	0.000	147.124	10.000	-0.022	0.110	-0.024	-94.503	-0.269	167.000	1.759	
		29.500	934.27	3.879	-273.150	0.000	147.524	10.000	-0.015	0.110	-0.041	-94.505	-0.181	167.000	1.750	
		29.600	938.38	3.879	-273.150	0.000	147.924	10.000	-0.014	0.110	-0.052	-94.529	-0.162	167.000	1.750	
		29.700	942.50	3.879	-273.150	0.000	148.324	10.000	-0.016	0.114	-0.057	-94.575	-0.211	167.000	1.750	
		29.800	946.63	3.879	-273.150	0.000	148.724	10.000	-0.023	0.120	-0.063	-94.622	-0.304	167.000	1.750	
		29.900	950.77	3.879	-273.150	0.000	149.124	10.000	-0.030	0.128	-0.068	-94.690	-0.417	167.000	1.750	
		30.000	954.93	3.879	-273.150	0.000	149.524	10.000	-0.039	0.134	-0.062	-94.748	-0.510	167.000	1.750	
		30.100	959.09	3.879	-273.150	0.000	149.930	10.000	-0.048	0.134	-0.051	-94.817	-0.625	167.000	1.750	
		30.200	963.23	3.879	-273.150	0.000	150.415	10.000	-0.057	0.124	-0.040	-94.897	-0.738	167.000	1.750	
		30.300	967.41	3.879	-273.150	0.000	150.730	10.000	-0.067	0.090	-0.040	-94.990	-0.853	167.000	1.750	
		30.400	971.62	3.879	-273.150	0.000	151.310	10.000	-0.077	0.030	-0.040	-95.095	-0.967	167.000	1.740	
		30.500	975.83	3.879	-273.150	0.000	151.485	10.000	-0.085	-0.057	-0.039	-95.233	-1.081	166.950	1.740	
		30.600	980.03	3.879	-273.150	0.000	151.185	10.000	-0.092	-0.172	-0.028	-95.383	-1.169	166.000	1.730	
		30.700	984.21	3.879	-273.150	0.000	150.815	10.000	-0.095	-0.316	-0.017	-95.569	-1.190	166.000	1.730	
		30.800	988.36	3.879	-273.150	0.000	149.105	10.000	-0.091	-0.483	-0.011	-95.799	-1.165	166.000	1.730	
		30.900	992.44	3.879	-273.150	0.000	147.175	10.000	-0.083	-0.662	0.000	-96.054	-1.090	166.000	1.719	
		31.000	996.46	3.879	-273.150	0.000	144.625	10.000	-0.071	-0.844	0.007	-96.354	-0.906	166.000	1.710	
		31.100	1000.38	3.879	-273.150	0.000	141.055	10.000	-0.060	-1.010	0.018	-96.699	-0.706	166.000	1.710	
		31.200	1004.16	3.879	-273.150	0.000	136.215	10.000	-0.060	-1.135	0.023	-97.069	-0.665	166.000	1.710	
		31.300	1007.81	3.879	-273.150	0.000	132.528	10.000	-0.090	-1.186	0.023	-97.501	-1.158	166.000	1.710	
		31.400	1011.37	3.879	-273.150	0.000	128.232	10.000	-0.143	-1.200	0.024	-97.973	-2.065	166.000	1.710	
		31.500	1014.82	3.879	-273.150	0.000	124.040	10.000	-0.211	-1.191	0.041	-98.491	-3.287	166.000	1.710	
		31.600	1018.15	3.879	-273.150	0.000	120.036	10.000	-0.288	-1.173	0.064	-99.055	-4.713	166.000	1.710	
		31.700	1021.37	3.879	-273.150	0.000	115.940	10.000	-0.367	-1.155	0.093	-99.701	-6.251	166.000	1.710	
		31.800	1024.48	3.879	-273.150	0.000	111.940	10.000	-0.443	-1.135	0.122	-100.438	-7.855	166.000	1.700	
		31.900	1027.48	3.879	-273.150	0.000	107.944	10.000	-0.512	-1.112	0.162	-101.267	-9.434	166.000	1.700	
		32.000	1030.37	3.879	-273.150	0.000	104.048	10.000	-0.572	-1.086	0.209	-102.200	-10.965	166.000	1.700	
		32.100	1033.15	3.879	-273.150	0.000	100.244	10.000	-0.622	-1.055	0.266	-103.260	-12.380	166.040	1.700	
		32.200	1035.83	3.879	-273.150	0.000	96.364	10.000	-0.660	-1.016	0.317	-104.459	-13.626	167.000	1.700	
		32.300	1038.41	3.879	-273.150	0.000	92.968	10.000	-0.679	-0.971	0.363	-105.853	-14.528	167.000	1.690	
		32.400	1040.90	3.879	-273.150	0.000	89.672	10.000	-0.683	-0.923	0.397	-107.431	-15.045	167.000	1.700	
		32.500	1043.28	3.879	-273.150	0.000	86.513	10.000	-0.677	-0.877	0.424	-109.172	-15.313	167.000	1.700	
		32.600	1045.61	3.879	-273.150	0.000	83.622	10.000	-0.667	-0.835	0.429	-111.126	-15.452	167.000	1.710	
		32.700	1047.86	3.879	-273.150	0.000	81.055	10.000	-0.663	-0.801	0.412	-113.253	-15.647	167.000	1.710	
		32.800	1050.07	3.879	-273.150	0.000	79.558	10.000	-0.679	-0.791	0.395	-114.479	-16.243	167.000	1.710	
		32.900	1052.24	3.879	-273.150	0.000	78.158	10.000	-0.694	-0.782	0.372	-115.695	-16.851	167.000	1.710	
		33.000	1054.37	3.879	-273.150	0.000	76.758	10.000	-0.721	-0.773	0.355	-116.981	-17.872	167.000	1.710	
		33.100	1056.46	3.879	-273.150	0.000	75.358	10.000	-0.760	-0.766	0.338	-118.333	-19.269	167.000	1.710	
		33.200	1058.52	3.879	-273.150	0.000	73.850	10.000	-0.803	-0.758	0.318	-119.823	-20.842	167.000	1.710	
		33.300	1060.43	3.879	-273.150	0.000	68.859	10.000	-1.021	-0.699	0.225	-125.798	-28.857	167.000	1.720	
		33.400	1062.21	3.879	-273.150	0.000	64.222	10.000	-1.246	-0.576	0.087	-132.622	-38.054	167.000	1.730	
		33.500	1063.93	3.879	-273.150	0.000	61.658	10.000	-1.378	-0.433	-0.091	-138.088	-44.419	167.000	1.740	
		33.600	1065.58	3.879	-273.150	0.000	60.284	10.000	-1.433	-0.327	-0.250	-141.660	-47.570	167.000	1.740	
		33.700	1067.23	3.879	-273.150	0.000	59.488	10.000	-1.459	-0.218	-0.438	-145.197	-49.466	167.000	1.740	
		33.800	1068.87	3.879	-273.150	0.000	58.894	10.000	-1.451	-0.117	-0.557	-148.526	-49.906	167.000	1.740	
		33.900	1070.50	3.879	-273.150	0.000	58.603	10.000	-1.422	-0.023	-0.631	-151.603	-49.428	167.000	1.740	
		34.000	1072.13	3.879	-273.150	0.000	58.753	10.000	-1.373	0.063	-0.670	-154.393	-47.990	167.000	1.740	
		34.100	1073.77	3.879	-273.150	0.000	58.916	10.000	-1.308	0.138	-0.687	-156.872	-45.658	167.000	1.740	
		34.200	1075.43	3.879	-273.150	0.000	59.708	10.000	-1.228	0.201	-0.670	-158.990	-42.542	167.000	1.740	
		34.300	1077.10	3.879	-273.150	0.000	60.106	10.000	-1.178	0.228	-0.664	-159.849	-40.571	167.000	1.740	
		34.400	1078.77	3.879	-273.150	0.000	60.406	10.000	-1.128	0.255	-0.653	-160.695	-38.619	167.000	1.740	
		34.500	1080.46	3.879	-273.150	0.000	60.704	10.000	-1.071	0.282	-0.653	-161.426	-36.437	167.000	1.740	
		34.600	1082.15	3.879	-273.150	0.000	60.902	10.000	-1.009	0.307	-0.665	-162.056	-34.031	167.000	1.740	
		34.700	1083.83	3.879	-273.150	0.000	61.028	10.000	-0.944	0.332	-0.672	-162.675	-31.572	167.000	1.740	
		34.800	1085.60	3.879	-273.150	0.000	63.816	10.000	-0.593	0.411	-0.808	-163.948	-19.278	167.000	1.750	
		34.900	1087.42	3.879	-273.150	0.000	65.410	10.000	-0.329	0.426	-0.877	-164.186	-10.595	167.000	1.750	
		35.000	1089.26	3.879	-273.150	0.000	66.413	10.000	-0.138	0.422	-0.899	-164.184	-4.521	166.990	1.750	
		35.100	1091.15	3.879	-273.150	0.000	67.714	10.000	0.072	0.395	-0.911	-163.966	1.621	166.000	1.760	
		35.200	1093.07	3.879	-273.150	0.000	69.122	10.000	0.291	0.361	-0.922	-163.699	7.879	166.000	1.760	
		35.300	1095.05	3.879	-273.150	0.000	71.309	10.000	0.878	0.198	-0.858	-161.968	23.305	166.000	1.780	
		35.400	1097.05	3.879	-273.150	0.000	72.197	10.000	1.322	0.020	-0.691	-159.045	34.325	166.000	1.790	
		35.500	1099.05	3.879	-273.150	0.000	71.897	10.000	1.478	-0.065	-0.532	-155.970	38.146	166.000	1.790	
		35.600	1101.04	3.879	-273.150	0.000	71.596	10.000	1.518	-0.098	-0.429	-153.618	39.081	166.000	1.790	
		35.700	1103.02	3.879	-273.150	0.000	71.198	10.000	1.526	-0.115	-0.332	-151.028	39.514	166.000	1.790	
		35.800	1104.99	3.879	-273.150	0.000	70.998	10.000	1.521	-0.113	-0.286	-149.561	39.697	166.000	1.790	
		35.900	1106.94	3.879	-273.150	0.000	70.800	10.000	1.516	-0.112	-0.246	-148.121	39.856	166.000	1.790	
		36.000	1108.89	3.879	-273.150	0.000	70.500	10.000	1.505	-0.104	-0.206	-146.608	39.879	166.000	1.800	
		36.100	1110.84	3.879	-273.150	0.000	70.100	10.000	1.490	-0.090	-0.166	-145.038	39.741	166.000	1.800	
		36.200	1112.78	3.879	-273.150	0.000	69.800	10.000	1.475	-0.076	-0.120	-143.457	39.604	166.000	1.800	
		36.300	1114.71	3.879	-273.150	0.000	69.600	10.000	1.380	0.015	0.138	-136.959	37.587	166.000	1.810	
		36.400	1116.66	3.879	-273.150	0.000	70.000	10.000	1.296	0.121	0.476	-129.603	35.501	166.000	1.810	
		36.500	1118.63	3.879	-273.150	0.000	70.900	10.000	1.277	0.195	0.602	-124.125	34.951	166.000	1.810	
		36.600	1120.62	3.879	-273.150	0.000	71.700	10.000	1.282	0.240	0.648	-120.745	35.043	166.000	1.820	
		36.700	1122.64	3.879	-273.150	0.000	72.700	10.000	1.291	0.285	0.659	-117.513	35.226	166.000	1.840	
		36.800	1124.67	3.879	-273.150	0.000	73.200	10.000	1.289	0.307	0.642	-115.978	34.997	166.000	1.840	
		36.900	1126.72	3.879	-273.150	0.000	73.700	10.000	1.285	0.329	0.625	-114.465	34.791	166.000	1.840	
		37.000	1128.76	3.879	-273.150	0.000	74.393	10.000	1.275	0.350	0.608	-113.024	34.314	166.000	1.840	
		37.100	1130.85	3.879	-273.150	0.000	75.093	10.000	1.256	0.369	0.585	-111.626	33.606	166.000	1.840	
		37.200	1132.95	3.879	-273.150	0.000	75.793	10.000	1.237	0.389	0.562	-110.228	32.873	166.000	1.840	
		37.300	1135.10	3.879	-273.150	0.000	77.285	10.000	1.171	0.417	0.545	-107.684	30.461	166.000	1.840	
		37.400	1137.29	3.879	-273.150	0.000	78.686	10.000	1.094	0.434	0.550	-105.299	27.850	166.000	1.840	
		37.500	1139.51	3.879	-273.150	0.000	80.185	10.000	1.014	0.441	0.573	-103.074	25.351	166.000	1.840	
		37.600	1141.79	3.879	-273.150	0.000	81.784	10.000	0.931	0.437	0.590	-101.032	22.921	166.000	1.840	
		37.700	1144.10	3.879	-273.150	0.000	83.285	10.000	0.842	0.417	0.579	-99.152	20.287	166.990	1.840	
		37.800	1146.50	3.879	-273.150	0.000	86.270	10.000	0.746	0.399	0.568	-97.488	17.220	167.000	1.840	
		37.900	1148.97	3.879	-273.150	0.000	88.874	10.000	0.657	0.368	0.511	-95.962	14.535	167.000	1.830	
		38.000	1151.48	3.879	-273.150	0.000	90.682	10.000	0.582	0.331	0.436	-94.586	12.511	167.000	1.820	
		38.100	1154.03	3.879	-273.150	0.000	91.690	10.000	0.520	0.295	0.368	-93.347	11.130	167.000	1.820	
		38.200	1156.58	3.879	-273.150	0.000	92.582	10.000	0.469	0.271	0.294	-92.245	10.038	167.000	1.810	
		38.300	1159.18	3.879	-273.150	0.000	93.580	10.000	0.418	0.255	0.225	-91.302	9.028	167.000	1.800	
		38.400	1161.80	3.879	-273.150	0.000	94.384	10.000	0.357	0.252	0.162	-90.475	7.750	167.000	1.790	
		38.500	1164.44	3.879	-273.150	0.000	95.184	10.000	0.288	0.261	0.099	-89.751	6.197	167.000	1.780	
		38.600	1167.11	3.879	-273.150	0.000	96.180	10.000	0.209	0.278	0.053	-89.130	4.436	167.000	1.780	
		38.700	1169.81	3.879	-273.150	0.000	97.082	10.000	0.127	0.296	0.029	-88.590	2.694	167.000	1.770	
		38.800	1172.54	3.879	-273.150	0.000	98.178	10.000	0.049	0.311	-0.010	-88.152	0.975	167.000	1.760	
		38.900	1175.30	3.879	-273.150	0.000	99.474	9.020	-0.023	0.320	-0.062	-87.762	-0.542	167.000	1.760	
		39.000	1178.10	3.879	-273.150	0.000	100.774	9.000	-0.085	0.324	-0.108	-87.462	-1.830	167.000	1.750	
		39.100	1180.93	3.879	-273.150	0.000	101.878	9.000	-0.137	0.323	-0.142	-87.243	-2.844	167.000	1.750	
		39.200	1183.79	3.879	-273.150	0.000	102.978	9.000	-0.175	0.320	-0.177	-87.081	-3.605	167.000	1.740	
		39.300	1186.65	3.879	-273.150	0.000	104.067	9.000	-0.196	0.315	-0.177	-86.922	-3.954	167.000	1.740	
		39.400	1189.57	3.879	-273.150	0.000	105.167	9.970	-0.202	0.312	-0.172	-86.751	-4.031	167.000	1.721	
		39.500	1192.52	3.879	-273.150	0.000	106.267	10.000	-0.196	0.310	-0.172	-86.556	-3.855	167.000	1.710	
		39.600	1195.51	3.879	-273.150	0.000	107.367	10.000	-0.180	0.309	-0.166	-86.328	-3.494	167.000	1.710	
		39.700	1198.52	3.879	-273.150	0.000	108.370	10.000	-0.155	0.308	-0.149	-86.066	-2.949	167.000	1.691	
		39.800	1201.56	3.879	-273.150	0.000	109.467	10.000	-0.123	0.305	-0.165	-85.736	-2.310	167.000	1.680	
		39.900	1204.63	3.879	-273.150	0.000	110.567	10.000	-0.086	0.297	-0.172	-85.336	-1.602	167.000	1.670	
		40.000	1207.73	3.879	-273.150	0.000	111.570	10.000	-0.044	0.282	-0.177	-84.880	-0.869	166.030	1.660	
		40.100	1210.86	3.879	-273.150	0.000	112.570	10.000	0.005	0.260	-0.177	-84.355	-0.002	166.000	1.660	
		40.200	1214.01	3.879	-273.150	0.000	113.667	10.000	0.065	0.231	-0.183	-83.739	1.024	166.000	1.650	
		40.300	1217.19	3.879	-273.150	0.000	114.379	10.000	0.144	0.197	-0.183	-83.031	2.367	166.000	1.640	
